Date,Open,High,Low,Close,Volume
2022-02-18,17643.94,17853.57,17552.89,17648.36,3216053
2022-02-21,17365.19,17414.83,17195.25,17366.97,7472184
2022-02-22,17625.42,17764.19,17604.73,17664.26,7009667
2022-02-23,17265.23,17382.41,17254.45,17308.78,6101599
2022-02-24,17348.88,17393.77,17151.36,17325.19,3694000
2022-02-25,17562.24,17622.46,17481.37,17562.61,3390598
2022-02-28,17807.36,17960.61,17651.38,17814.11,6546925
2022-03-01,17746.86,17896.37,17652.04,17722.46,4569849
2022-03-02,17768.35,17878.16,17704.12,17740.09,2731658
2022-03-03,17665.07,17762.72,17494.2,17701.3,5796315
2022-03-04,17502.98,17668.27,17438.48,17491.41,6879797
2022-03-07,17668.23,17854.99,17604.73,17706.97,5775702
2022-03-08,17716.35,17793.72,17649.58,17689.67,6090284
2022-03-09,17995.3,18135.53,17846.23,17978.37,7612310
2022-03-10,17868.2,17901.33,17756.55,17819.38,4399771
2022-03-11,17383.71,17523.81,17230.52,17428.79,4455918
2022-03-14,17764.94,18011.33,17658.25,17812.28,5805721
2022-03-15,17713.16,17823.34,17535.39,17736.34,7653400
2022-03-16,17637.94,17781.54,17623.52,17663.2,4366304
2022-03-17,17998.51,18222.38,17956.83,18025.87,2310435
2022-03-18,18055.9,18175.49,17949.41,18011.99,2158477
2022-03-21,17974.13,18048.38,17954.01,18001.18,4395682
2022-03-22,17646.41,17731.96,17473.58,17670.59,7394779
2022-03-23,17941.61,17950.96,17767.83,17913.72,5730370
2022-03-24,18016.02,18171.2,17818.0,18021.46,4437839
2022-03-25,18233.69,18321.36,18023.39,18203.46,5688173
2022-03-28,17737.11,17842.93,17610.87,17783.49,7209501
2022-03-29,17883.86,18092.29,17754.47,17885.19,3346652
2022-03-30,17752.23,17931.94,17636.23,17802.05,5928685
2022-03-31,17727.53,17852.71,17578.83,17774.17,3980407
2022-04-01,18255.03,18338.21,18022.6,18210.62,5277746
2022-04-04,18190.49,18390.3,18038.04,18229.95,2801125
2022-04-05,18086.43,18132.86,18041.88,18082.91,4386537
2022-04-06,18406.82,18504.07,18335.48,18416.65,4998778
2022-04-07,18158.45,18358.12,18132.89,18175.1,7127348
2022-04-08,17957.4,18032.59,17778.22,17914.42,4693695
2022-04-11,18150.25,18338.37,18034.72,18202.47,3768693
2022-04-12,18509.22,18608.06,18416.77,18491.05,3991161
2022-04-13,18138.38,18132.2,17930.04,18088.09,5862949
2022-04-14,18321.56,18381.93,18150.0,18314.95,3310015
2022-04-15,17584.33,17651.58,17368.68,17538.36,7254230
2022-04-18,18012.46,18134.88,17867.67,18060.98,5856600
2022-04-19,17897.99,17951.48,17737.76,17906.72,6513257
2022-04-20,17793.54,18005.15,17668.67,17819.18,2101894
2022-04-21,17924.28,18110.92,17805.34,17899.49,3408277
2022-04-22,17642.45,17766.36,17391.55,17591.65,4533200
2022-04-25,17946.7,18162.35,17795.11,17972.95,3604592
2022-04-26,18238.4,18302.08,18150.31,18221.55,6474024
2022-04-27,18274.62,18520.26,18114.98,18307.78,5567945
2022-04-28,18046.3,18110.83,17884.56,18039.23,5666569
2022-04-29,17943.05,18153.58,17886.75,17946.93,5229112
2022-05-02,18043.51,18207.53,17804.52,17992.56,3048966
2022-05-03,18312.94,18467.88,18096.56,18301.03,6600549
2022-05-04,18068.44,18298.37,17955.38,18084.77,6216794
2022-05-05,17943.64,18123.68,17823.85,17985.28,2832307
2022-05-06,18151.67,18273.32,18073.94,18189.73,4089632
2022-05-09,18121.88,18267.42,18079.88,18151.8,3840875
2022-05-10,18288.04,18460.75,18120.74,18315.4,6799412
2022-05-11,18231.0,18242.41,18080.06,18192.73,4368417
2022-05-12,18126.82,18269.18,17994.32,18120.17,6195843
2022-05-13,18036.25,18246.73,17843.29,18033.72,5555971
2022-05-16,17747.98,17858.49,17686.63,17789.1,6006389
2022-05-17,18119.71,18260.1,17913.14,18080.64,2312579
2022-05-18,18077.17,18253.05,17924.47,18053.04,6073542
2022-05-19,18093.57,18348.1,17937.87,18140.63,3563825
2022-05-20,18219.15,18407.56,18061.73,18196.46,5518920
2022-05-23,17888.88,18013.23,17724.4,17884.21,6028604
2022-05-24,17937.51,18194.35,17914.74,17982.64,5477794
2022-05-25,18048.18,18225.51,17846.35,18052.69,7340679
2022-05-26,17920.09,17986.55,17781.69,17921.73,3524631
2022-05-27,18066.66,18225.5,17968.72,18102.96,3191890
2022-05-30,18258.47,18377.0,18123.27,18209.77,4345251
2022-05-31,18380.49,18424.03,18227.21,18341.98,7224369
2022-06-01,18216.5,18351.02,18101.09,18198.05,4892531
2022-06-02,18327.01,18490.01,18253.62,18331.15,6961914
2022-06-03,18139.76,18215.19,18088.06,18149.37,4823978
2022-06-06,17777.99,17897.8,17604.51,17761.9,6183583
2022-06-07,18127.74,18298.88,18002.83,18122.8,2906395
2022-06-08,18106.45,18281.0,18088.79,18154.13,5828239
2022-06-09,18623.05,18661.15,18582.44,18621.65,6530734
2022-06-10,18305.96,18310.56,18215.63,18272.37,5423994
2022-06-13,18258.64,18364.84,18111.79,18263.1,6857018
2022-06-14,18044.88,18297.29,17911.71,18093.52,3944606
2022-06-15,17807.55,17853.23,17650.69,17777.02,6805028
2022-06-16,18144.47,18328.7,18093.72,18177.04,4307600
2022-06-17,18126.08,18228.98,18023.95,18152.37,2970278
2022-06-20,18295.63,18428.15,18201.1,18332.51,2495919
2022-06-21,17926.52,18132.87,17879.88,17944.8,5281837
2022-06-22,18399.08,18541.42,18216.73,18370.78,7271513
2022-06-23,17854.13,17904.79,17791.32,17852.06,7005231
2022-06-24,18265.13,18412.57,18152.39,18297.53,4948134
2022-06-27,18787.71,18788.17,18581.8,18745.21,4309608
2022-06-28,18063.93,18145.6,17888.43,18022.88,3347203
2022-06-29,18052.21,18167.51,17933.35,18012.16,2466589
2022-06-30,18173.41,18259.91,18006.44,18201.93,4393365
2022-07-01,18100.5,18194.31,17924.09,18105.8,3187018
2022-07-04,18069.86,18125.14,17972.64,18017.43,3692737
2022-07-05,18297.25,18471.94,18080.28,18267.43,7097579
2022-07-06,17912.1,18177.4,17849.48,17963.06,4267357
2022-07-07,18206.93,18299.26,18141.25,18254.55,3799971
2022-07-08,18049.92,18227.32,17925.57,18053.82,3144337
2022-07-11,18550.27,18610.63,18402.08,18504.83,3424473
2022-07-12,18067.51,18170.33,17888.07,18063.31,5250428
2022-07-13,18177.54,18351.25,18060.11,18177.78,7579008
2022-07-14,18365.35,18614.82,18256.53,18408.93,5582334
2022-07-15,18090.7,18281.72,17976.4,18073.7,2573881
2022-07-18,18332.27,18439.1,18103.18,18296.91,3018454
2022-07-19,18388.97,18504.69,18286.4,18402.17,7893868
2022-07-20,17878.52,18025.27,17667.88,17849.0,7853765
2022-07-21,18289.92,18321.35,18071.04,18239.09,7252807
2022-07-22,18098.93,18269.69,17953.23,18131.15,5878551
2022-07-25,18249.55,18348.92,18061.4,18247.0,6835925
2022-07-26,17813.0,17988.57,17769.02,17835.78,5301394
2022-07-27,17857.17,17904.35,17662.87,17825.85,4827364
2022-07-28,18269.11,18332.11,18210.77,18260.6,5354513
2022-07-29,18209.83,18398.61,18153.28,18195.14,4435678
2022-08-01,18192.88,18215.23,18046.24,18160.42,3676644
2022-08-02,18038.37,18177.06,17858.85,18049.64,5126813
2022-08-03,18001.57,18032.42,17808.62,17956.85,3613560
2022-08-04,18172.17,18211.98,18095.48,18168.57,4293673
2022-08-05,18292.27,18373.15,18177.27,18329.89,5475488
2022-08-08,18062.82,18109.31,17840.81,18041.61,5020745
2022-08-09,18517.13,18681.8,18365.71,18484.61,6644068
2022-08-10,18204.24,18312.2,18159.6,18224.28,5302923
2022-08-11,18064.29,18233.03,17952.82,18025.65,7643893
2022-08-12,18330.47,18428.84,18098.5,18285.91,5195741
2022-08-15,17955.63,18094.16,17884.9,17979.7,4498714
2022-08-16,18369.66,18459.41,18137.11,18316.52,2216486
2022-08-17,18322.96,18494.15,18182.27,18362.55,2426888
2022-08-18,17912.16,18116.29,17885.76,17944.24,5556597
2022-08-19,18245.95,18368.79,18106.86,18280.58,2835988
2022-08-22,18305.41,18363.24,18091.17,18262.24,7104459
2022-08-23,18234.59,18417.04,17999.23,18217.72,2550428
2022-08-24,18395.99,18645.81,18373.76,18434.47,6457632
2022-08-25,17991.29,18194.37,17924.41,17997.74,4089706
2022-08-26,18041.26,18140.46,17925.54,18028.78,7670589
2022-08-29,17817.49,18037.24,17781.79,17862.13,3728782
2022-08-30,17910.01,17989.86,17681.75,17869.01,6305665
2022-08-31,18107.85,18201.0,17940.87,18074.92,7920435
2022-09-01,18291.6,18365.05,18135.78,18291.03,4889190
2022-09-02,18286.6,18379.76,18033.77,18235.49,2397172
2022-09-05,18262.22,18341.79,18140.8,18271.24,7259435
2022-09-06,18336.96,18381.04,18232.79,18283.85,2614673
2022-09-07,18393.19,18568.54,18161.54,18374.68,2255658
2022-09-08,17921.19,17979.61,17744.03,17906.72,3490641
2022-09-09,18525.23,18612.77,18378.21,18562.43,3730283
2022-09-12,18225.45,18232.69,18008.88,18183.78,2754085
2022-09-13,17869.32,18081.04,17824.97,17877.1,7334201
2022-09-14,17919.59,18082.91,17824.55,17955.98,7029792
2022-09-15,18218.35,18383.13,18137.72,18271.78,7962091
2022-09-16,18111.33,18287.86,18025.28,18104.84,2751993
2022-09-19,18198.5,18383.99,18005.28,18195.51,2725571
2022-09-20,18304.86,18378.08,18150.5,18280.8,2828282
2022-09-21,18287.96,18408.28,18104.75,18245.24,2471761
2022-09-22,18041.42,18262.71,17977.98,18087.06,5435715
2022-09-23,18139.86,18269.52,18078.39,18114.7,6102748
2022-09-26,18131.97,18229.91,18087.82,18166.04,7916097
2022-09-27,18322.59,18480.0,18136.64,18283.29,4574469
2022-09-28,18202.63,18302.12,18100.18,18167.85,7465513
2022-09-29,17965.22,18047.48,17775.95,17960.82,7164056
2022-09-30,18299.89,18391.1,18063.08,18276.83,2317942
2022-10-03,18296.34,18360.26,18134.39,18316.75,5894456
2022-10-04,18137.89,18200.51,17985.09,18141.03,5845204
2022-10-05,18270.68,18411.56,18109.77,18235.48,2337462
2022-10-06,18378.46,18419.73,18275.44,18382.96,7609210
2022-10-07,18132.51,18259.89,18095.48,18148.0,5928207
2022-10-10,18506.82,18641.18,18379.73,18507.46,6544350
2022-10-11,18576.86,18587.56,18410.8,18540.35,2421773
2022-10-12,18627.66,18864.83,18431.71,18646.09,4430630
2022-10-13,18625.29,18741.34,18444.39,18661.82,6563167
2022-10-14,18255.17,18323.9,18113.68,18231.97,4830514
2022-10-17,18372.39,18428.93,18196.84,18336.53,4795126
2022-10-18,18628.62,18753.73,18605.98,18673.36,7562632
2022-10-19,18603.9,18670.52,18439.33,18632.98,7345708
2022-10-20,18615.4,18828.84,18436.26,18655.47,7369493
2022-10-21,19193.62,19435.32,19066.88,19211.15,6266399
2022-10-24,18715.7,18800.71,18541.08,18721.27,4727364
2022-10-25,18747.66,18881.28,18504.37,18719.72,5623638
2022-10-26,18846.07,19006.34,18739.48,18829.0,4717892
2022-10-27,18731.77,18914.44,18514.46,18718.19,2087593
2022-10-28,18388.69,18519.59,18296.1,18404.99,2691252
2022-10-31,18683.68,18739.26,18474.14,18645.48,7582266
2022-11-01,18336.16,18435.65,18151.06,18339.31,2902473
2022-11-02,18598.66,18714.6,18393.23,18545.35,2126202
2022-11-03,18467.9,18640.67,18379.5,18453.04,4174758
2022-11-04,18507.76,18620.14,18399.49,18549.35,5269497
2022-11-07,18858.53,18946.17,18753.98,18838.61,2118542
2022-11-08,18120.59,18339.52,17944.72,18139.63,3417158
2022-11-09,18500.9,18666.28,18401.28,18480.24,3835932
2022-11-10,18022.05,18282.79,17894.69,18068.7,4672762
2022-11-11,18433.5,18645.77,18373.0,18469.53,7400430
2022-11-14,18916.72,18988.41,18756.72,18876.43,3643906
2022-11-15,18714.73,18893.63,18694.65,18745.42,5716434
2022-11-16,18504.61,18626.27,18317.18,18467.26,2455433
2022-11-17,18544.69,18620.99,18358.74,18569.28,6819291
2022-11-18,18868.98,18993.17,18630.19,18852.81,2090140
2022-11-21,18554.6,18701.54,18463.86,18533.01,3515554
2022-11-22,18885.16,18953.09,18756.21,18883.73,3584645
2022-11-23,18895.96,19103.57,18837.7,18918.06,3447307
2022-11-24,18718.46,18897.76,18569.74,18750.79,7622382
2022-11-25,19201.91,19477.71,19091.22,19255.84,7541157
2022-11-28,18984.43,19052.87,18784.43,19006.79,7340508
2022-11-29,18385.84,18454.44,18325.15,18368.96,5746962
2022-11-30,18871.79,18973.16,18722.13,18822.29,5230786
2022-12-01,18716.79,18767.93,18625.38,18675.2,6676103
2022-12-02,18963.03,19105.93,18755.88,18932.8,7394422
2022-12-05,18725.02,18871.93,18582.65,18692.67,5451001
2022-12-06,19040.69,19079.4,18922.66,19021.86,5416403
2022-12-07,19144.94,19309.38,19003.33,19172.51,3798594
2022-12-08,19218.15,19307.22,19103.85,19171.31,5621420
2022-12-09,18877.93,18965.97,18810.93,18858.62,4389127
2022-12-12,19130.44,19340.16,19063.24,19123.51,5943439
2022-12-13,19088.43,19329.68,19044.9,19133.09,3895618
2022-12-14,19054.06,19231.12,18884.28,19060.11,6640239
2022-12-15,19417.26,19599.45,19243.51,19421.87,4877448
2022-12-16,19289.97,19375.23,19202.32,19247.86,7295931
2022-12-19,18978.9,19186.28,18747.86,18973.59,3251661
2022-12-20,19414.74,19602.5,19334.66,19428.69,5464524
2022-12-21,19726.12,19852.58,19572.73,19669.85,3114100
2022-12-22,19483.31,19736.26,19416.18,19528.92,3509390
2022-12-23,18974.54,19073.36,18943.52,18983.36,4007878
2022-12-26,19220.62,19467.68,19102.41,19273.58,6712037
2022-12-27,19597.11,19646.29,19400.65,19568.94,2315617
2022-12-28,19407.78,19464.79,19142.19,19359.22,3804053
2022-12-29,19414.47,19544.25,19292.93,19440.13,3093015
2022-12-30,19667.43,19856.52,19440.96,19625.23,6470756
2023-01-02,19254.54,19482.26,19113.43,19278.58,2091563
2023-01-03,19397.54,19524.23,19279.14,19349.85,4848768
2023-01-04,18775.48,18920.71,18697.33,18746.92,3345801
2023-01-05,19183.2,19294.09,18953.95,19148.16,4827754
2023-01-06,19299.23,19577.23,19195.05,19355.21,7686479
2023-01-09,19285.43,19365.93,19179.84,19232.03,3582701
2023-01-10,19730.28,19817.86,19479.22,19703.48,6953799
2023-01-11,19152.64,19244.71,18962.71,19175.1,3690992
2023-01-12,19586.09,19740.24,19344.71,19547.46,6362200
2023-01-13,19714.67,19925.02,19621.16,19740.55,7931313
2023-01-16,19978.94,20050.85,19725.14,19934.36,3017497
2023-01-17,19321.29,19409.92,19321.39,19366.3,5859949
2023-01-18,19841.71,20023.4,19668.21,19817.49,6224367
2023-01-19,19651.11,19687.85,19509.09,19646.31,5739469
2023-01-20,19318.62,19540.51,19180.89,19365.5,2254371
2023-01-23,19601.55,19861.7,19488.83,19631.95,5083128
2023-01-24,19425.36,19606.59,19377.52,19482.36,4199318
2023-01-25,19445.54,19533.79,19361.89,19449.19,7257386
2023-01-26,19639.17,19840.54,19574.89,19662.62,7468293
2023-01-27,19564.0,19751.34,19430.82,19552.46,5094510
2023-01-30,19772.24,19944.09,19737.8,19796.32,3162180
2023-01-31,19746.18,20000.63,19694.27,19769.91,2420888
2023-02-01,19877.29,19898.28,19760.41,19848.32,3363133
2023-02-02,19375.97,19565.58,19206.3,19428.64,7497996
2023-02-03,20209.27,20345.7,19919.99,20160.53,7570090
2023-02-06,19598.66,19765.15,19364.19,19557.33,2190285
2023-02-07,19815.17,19870.31,19689.04,19795.23,5196699
2023-02-08,20016.9,20205.76,19847.9,20005.71,4517649
2023-02-09,19960.09,20063.11,19754.39,19913.22,4211130
2023-02-10,19686.06,19840.96,19661.09,19723.3,3207739
2023-02-13,19821.57,19937.68,19811.27,19871.77,4201016
2023-02-14,19820.87,20063.38,19794.16,19851.9,5128411
2023-02-15,19715.41,19750.94,19506.23,19680.63,7130418
2023-02-16,20040.85,20199.41,19994.68,20096.96,6588599
2023-02-17,20110.31,20198.83,19913.72,20100.33,4716826
2023-02-20,19870.26,20023.63,19611.4,19811.37,3488543
2023-02-21,20167.88,20300.56,19920.59,20124.93,7853294
2023-02-22,20049.98,20247.21,19875.42,20047.4,7929191
2023-02-23,20089.45,20232.92,19987.08,20142.18,4702303
2023-02-24,20091.36,20216.89,19977.49,20051.49,4437587
2023-02-27,19761.15,19901.84,19536.1,19749.42,7958112
2023-02-28,19784.68,20035.31,19738.27,19830.5,5152963
2023-03-01,20136.75,20409.21,20050.99,20185.94,7587757
2023-03-02,20237.16,20230.38,20003.42,20187.55,3111288
2023-03-03,20041.29,20195.95,19879.38,20020.96,5298273
2023-03-06,20149.52,20160.43,19928.79,20109.79,3771503
2023-03-07,20117.27,20221.94,19950.41,20071.63,6320153
2023-03-08,19919.45,20007.97,19758.33,19910.88,6449797
2023-03-09,19996.32,20095.55,19787.17,19994.23,2604111
2023-03-10,19892.2,20010.55,19684.9,19900.51,3152791
2023-03-13,19843.86,20028.83,19735.89,19865.68,5911087
2023-03-14,20065.28,20180.36,20013.42,20073.16,4443869
2023-03-15,20239.55,20394.81,20033.37,20206.34,2747948
2023-03-16,20199.24,20308.93,20092.62,20186.9,4559244
2023-03-17,20381.54,20388.22,20223.58,20333.65,7422616
2023-03-20,20102.4,20307.06,20055.25,20109.23,2831635
2023-03-21,20290.47,20375.94,20200.58,20277.44,7571701
2023-03-22,20115.34,20226.69,19972.2,20099.51,3467217
2023-03-23,20119.43,20286.42,19999.19,20108.37,4744686
2023-03-24,20173.18,20255.96,20087.91,20148.68,5230545
2023-03-27,20114.72,20198.16,19985.19,20146.46,2231414
2023-03-28,20129.49,20243.51,19952.24,20127.99,6451116
2023-03-29,19854.37,20129.4,19664.97,19901.63,4063729
2023-03-30,20584.96,20772.63,20522.31,20599.24,4402110
2023-03-31,20094.67,20271.29,20015.97,20096.16,3643083
2023-04-03,20016.18,20164.36,19778.83,19997.92,4015726
2023-04-04,20445.81,20472.04,20263.62,20390.69,7600369
2023-04-05,20320.83,20434.14,20159.09,20308.56,5402862
2023-04-06,20492.56,20657.24,20241.39,20462.65,3410808
2023-04-07,20441.13,20501.97,20395.51,20440.37,6181430
2023-04-10,20333.32,20414.05,20116.79,20316.97,7050058
2023-04-11,20150.63,20298.86,19973.79,20202.64,2021650
2023-04-12,20313.18,20471.73,20220.05,20343.16,3404962
2023-04-13,20131.94,20386.47,20055.73,20148.64,5023846
2023-04-14,20413.84,20471.83,20178.83,20417.21,3873204
2023-04-17,20154.25,20354.59,20099.95,20209.34,7413613
2023-04-18,20044.42,20164.02,19953.68,20087.81,4913293
2023-04-19,20214.26,20478.33,20019.37,20241.37,4339189
2023-04-20,20415.97,20422.16,20149.19,20358.37,2206251
2023-04-21,20208.57,20351.14,20101.19,20229.04,5844328
2023-04-24,20144.18,20335.3,19964.3,20146.35,6070101
2023-04-25,20293.15,20514.12,20277.02,20330.22,7172886
2023-04-26,20173.79,20285.93,20083.53,20160.39,6513207
2023-04-27,20130.44,20267.13,20113.34,20156.97,3416693
2023-04-28,20162.22,20318.43,20007.8,20197.73,2894801
2023-05-01,20399.66,20492.34,20350.67,20397.64,3724854
2023-05-02,19769.44,19908.64,19675.83,19828.27,7009115
2023-05-03,20015.4,20211.82,19903.57,20074.7,2382811
2023-05-04,20130.42,20258.88,19932.59,20164.41,6695995
2023-05-05,20278.4,20434.05,20101.63,20334.92,3008314
2023-05-08,20257.8,20479.52,20202.4,20305.55,6408608
2023-05-09,20553.48,20813.78,20420.7,20573.37,4493330
2023-05-10,20401.0,20527.68,20165.79,20364.03,3717787
2023-05-11,20165.19,20212.31,20038.35,20156.48,7105916
2023-05-12,20371.88,20426.46,20177.39,20370.33,6396208
2023-05-15,20113.09,20369.92,20012.71,20138.04,2711716
2023-05-16,20367.28,20415.67,20143.85,20314.65,4767257
2023-05-17,20305.31,20377.2,20241.38,20317.86,7650017
2023-05-18,20378.34,20592.19,20351.46,20428.95,4835623
2023-05-19,20208.99,20361.14,20048.87,20194.81,3699660
2023-05-22,20390.52,20611.29,20264.31,20437.87,2345430
2023-05-23,20764.22,20880.67,20609.48,20783.53,2828411
2023-05-24,20389.75,20432.7,20308.46,20388.85,3857845
2023-05-25,20487.49,20679.74,20263.38,20441.59,4505365
2023-05-26,20536.86,20630.25,20334.14,20537.65,3939983
2023-05-29,20396.43,20550.17,20144.5,20371.71,7763490
2023-05-30,20569.33,20694.62,20358.29,20508.68,2847405
2023-05-31,20395.78,20606.55,20294.24,20440.97,7638983
2023-06-01,20268.09,20399.61,20222.64,20295.52,4291947
2023-06-02,20251.16,20359.44,20065.64,20263.97,2233462
2023-06-05,20250.26,20421.37,20093.84,20259.77,4986068
2023-06-06,20360.87,20588.93,20291.97,20371.75,3968921
2023-06-07,20524.37,20709.08,20397.24,20474.3,5401447
2023-06-08,20425.22,20461.43,20232.7,20399.03,4650196
2023-06-09,20666.16,20726.07,20499.77,20652.79,7576600
2023-06-12,20126.22,20379.92,19968.58,20149.27,5788264
2023-06-13,20504.97,20656.87,20410.47,20465.21,7515328
2023-06-14,20504.3,20669.92,20227.34,20448.47,5700357
2023-06-15,20820.68,20864.3,20725.3,20780.63,2410226
2023-06-16,20106.9,20326.05,20063.12,20167.21,7369919
2023-06-19,20229.96,20395.57,20078.31,20213.42,3764694
2023-06-20,20250.61,20484.01,20068.27,20305.3,7929898
2023-06-21,19837.28,19986.99,19722.26,19866.17,3807254
2023-06-22,20147.12,20244.02,20040.47,20200.51,6851039
2023-06-23,20206.89,20352.42,19984.54,20194.31,3672349
2023-06-26,20321.87,20391.12,20188.8,20299.14,7002828
2023-06-27,20384.41,20564.53,20384.91,20431.67,2131562
2023-06-28,20629.84,20883.2,20512.55,20644.23,3052305
2023-06-29,20455.69,20583.63,20361.77,20461.06,7904214
2023-06-30,20136.12,20361.49,19923.93,20151.95,7590240
2023-07-03,20042.64,20166.37,19931.16,20088.32,6452664
2023-07-04,20236.02,20422.5,20026.47,20245.87,5167126
2023-07-05,19866.17,20069.75,19719.8,19836.28,4393946
2023-07-06,20543.05,20658.24,20542.2,20596.06,6822481
2023-07-07,20347.3,20441.17,20288.89,20398.68,5411031
2023-07-10,20024.74,20169.19,19817.09,20042.2,2360306
2023-07-11,19741.57,19747.0,19522.95,19689.39,7698862
2023-07-12,20305.71,20477.58,20153.48,20285.2,4724274
2023-07-13,20013.82,20215.21,19833.09,19992.39,7653161
2023-07-14,20439.01,20585.65,20381.01,20455.96,3594502
2023-07-17,20039.01,20119.62,19950.58,20027.75,5933233
2023-07-18,20060.99,20247.77,20001.79,20120.13,3488303
2023-07-19,20429.04,20600.87,20243.65,20412.37,7982547
2023-07-20,20479.19,20471.24,20235.55,20428.53,2518490
2023-07-21,20253.72,20399.83,20018.6,20240.05,7999237
2023-07-24,20245.47,20364.47,20029.47,20200.18,4073946
2023-07-25,20166.84,20308.49,19981.31,20139.78,4560244
2023-07-26,20112.83,20247.83,20053.06,20158.73,6229228
2023-07-27,20146.1,20281.27,19988.67,20097.57,3261368
2023-07-28,20264.69,20376.75,20087.98,20317.54,7676830
2023-07-31,20560.74,20638.63,20391.13,20556.55,3903124
2023-08-01,20220.99,20482.84,20058.16,20264.5,4792537
2023-08-02,20090.1,20338.27,19938.93,20149.13,5147887
2023-08-03,20624.02,20677.77,20556.77,20633.67,6664496
2023-08-04,20447.11,20564.07,20235.2,20472.28,3587542
2023-08-07,20274.85,20360.58,20118.23,20276.56,5862163
2023-08-08,20662.32,20749.99,20439.66,20652.76,6856436
2023-08-09,20303.12,20449.97,20293.57,20358.85,3640027
2023-08-10,20470.6,20570.87,20385.09,20517.01,4826267
2023-08-11,20250.17,20376.43,20046.97,20243.04,2154536
2023-08-14,20577.54,20789.03,20453.24,20596.92,6769729
2023-08-15,20455.73,20592.44,20331.93,20427.64,6617752
2023-08-16,20145.95,20303.25,20078.88,20127.56,4945081
2023-08-17,20356.38,20371.37,20115.27,20314.26,4598385
2023-08-18,20251.8,20461.36,20164.95,20228.43,2624773
2023-08-21,20438.42,20659.36,20392.69,20447.02,4017528
2023-08-22,20200.0,20381.88,20121.84,20179.06,3678332
2023-08-23,20504.09,20741.8,20415.85,20531.77,3002021
2023-08-24,20411.52,20666.74,20318.75,20435.27,4185132
2023-08-25,19913.37,20026.85,19720.51,19878.9,3418314
2023-08-28,20103.34,20190.3,20019.79,20109.81,5622541
2023-08-29,19916.41,20043.2,19747.87,19880.82,6983617
2023-08-30,20256.83,20408.35,20112.07,20217.72,2292007
2023-08-31,20515.01,20663.1,20313.15,20471.09,4495990
2023-09-01,20590.52,20687.35,20442.95,20539.17,6064610
2023-09-04,20318.6,20381.59,20250.68,20327.02,3524960
2023-09-05,20499.38,20638.88,20305.47,20521.68,4928785
2023-09-06,20000.64,20214.83,19917.4,19990.78,3369971
2023-09-07,20000.46,20172.94,19883.88,20015.93,6791164
2023-09-08,20225.12,20362.1,20141.04,20212.87,3612119
2023-09-11,20423.47,20493.95,20241.51,20398.31,2387773
2023-09-12,20376.83,20469.52,20186.72,20353.82,6216803
2023-09-13,20040.2,20274.97,19998.15,20055.29,2626840
2023-09-14,20388.65,20606.49,20235.64,20429.48,6639148
2023-09-15,20308.16,20517.24,20244.35,20316.63,3634224
2023-09-18,20596.09,20775.41,20492.57,20640.35,3446395
2023-09-19,20574.54,20696.91,20385.7,20526.49,4583677
2023-09-20,20285.24,20395.06,20123.0,20304.02,6059626
2023-09-21,20383.88,20611.18,20298.16,20426.23,2871905
2023-09-22,20262.3,20447.69,20142.4,20320.16,2143704
